User,Mentions,,,Conative,User
,,,,"('brazil', 'god')",pessoasrelevantess
,,,,"('god', 'put')",pessoasrelevantess
,,,,"('put', 'accept')",pessoasrelevantess
,,,,"('accept', 'ldro')",pessoasrelevantess
,,,,"('ldro', 'government')",pessoasrelevantess
,,,,"('government', 'believe')",pessoasrelevantess
,,,,"('believe', 'itcomment')",pessoasrelevantess
,,,,"('itcomment', 'girao')",pessoasrelevantess
,,,,"('open', 'boner')",jacomettidossantos
,,,,"('boner', 'celebrates')",jacomettidossantos
,,,,"('important', 'intervention')",resistencia_bolsonarista
,,,,"('homeland', 'beloved')",nessaphn
,,,,"('beloved', 'brazil')",nessaphn
,,,,"('brazil', 'intervention')",nessaphn
,,,,"('didnt', 'give')",kokazoti
,,,,"('give', 'brazil')",kokazoti
,,,,"('brazil', 'intervention')",kokazoti
,,,,"('intervention', 'notfogemaluta')",kokazoti
,,,,"('accepting', 'result')",eita_barbeiropatrick
,,,,"('result', 'election')",eita_barbeiropatrick
,,,,"('election', 'accepting')",eita_barbeiropatrick
,,,,"('accepting', 'fraudulent')",eita_barbeiropatrick
,,,,"('fraudulent', 'election')",eita_barbeiropatrick
,,,,"('election', 'candidate')",eita_barbeiropatrick
,,,,"('candidate', 'dirtiest')",eita_barbeiropatrick
,,,,"('dirtiest', 'record')",eita_barbeiropatrick
,,,,"('record', 'baby')",eita_barbeiropatrick
,,,,"('baby', 'diaper')",eita_barbeiropatrick
,,,,"('londrina', 'war')",chefbaida
,,,,"('war', 'shot')",chefbaida
,,,,"('shot', 'fight')",chefbaida
,,,,"('fight', 'brazil')",chefbaida
,,,,"('brazil', 'army')",chefbaida
,,,,"('army', 'intervention')",chefbaida
,,,,"('fight', 'something')",docurinhasdamaay
,,,,"('something', 'live')",docurinhasdamaay
,,,,"('live', 'like')",docurinhasdamaay
,,,,"('like', 'weight')",docurinhasdamaay
,,,,"('weight', 'earth')",docurinhasdamaay
,,,,"('earth', 'intervention')",docurinhasdamaay
,,,,"('barracks', 'sorocaba')",jujudantas27
,,,,"('sorocaba', 'intervention')",jujudantas27
,,,,"('share', 'intervention')",omateussofc
,,,,"('demonstration', 'takes')",acheisantacruz
,,,,"('takes', 'place')",acheisantacruz
,,,,"('place', 'since')",acheisantacruz
,,,,"('since', 'wednesday')",acheisantacruz
,,,,"('wednesday', 'holiday')",acheisantacruz
,,,,"('holiday', 'souls')",acheisantacruz
,,,,"('souls', 'began')",acheisantacruz
,,,,"('began', 'motorcade')",acheisantacruz
,,,,"('motorcade', 'final')",acheisantacruz
,,,,"('final', 'meeting')",acheisantacruz
,,,,"('meeting', 'point')",acheisantacruz
,,,,"('point', 'chosen')",acheisantacruz
,,,,"('chosen', 'headquarters')",acheisantacruz
,,,,"('headquarters', 'santa')",acheisantacruz
,,,,"('santa', 'cruz')",acheisantacruz
,,,,"('cruz', 'rio')",acheisantacruz
,,,,"('rio', 'pardosp')",acheisantacruz
,,,,"('pardosp', 'war')",acheisantacruz
,,,,"('war', 'shot')",acheisantacruz
,,,,"('shot', 'hundreds')",acheisantacruz
,,,,"('hundreds', 'people')",acheisantacruz
,,,,"('people', 'dressed')",acheisantacruz
,,,,"('dressed', 'shirts')",acheisantacruz
,,,,"('shirts', 'flags')",acheisantacruz
,,,,"('flags', 'brazil')",acheisantacruz
,,,,"('brazil', 'gathered')",acheisantacruz
,,,,"('gathered', 'scene')",acheisantacruz
,,,,"('scene', 'sang')",acheisantacruz
,,,,"('sang', 'national')",acheisantacruz
,,,,"('national', 'anthem')",acheisantacruz
,,,,"('anthem', 'shouted')",acheisantacruz
,,,,"('shouted', 'phrases')",acheisantacruz
,,,,"('phrases', 'president')",acheisantacruz
,,,,"('president', 'elect')",acheisantacruz
,,,,"('elect', 'last')",acheisantacruz
,,,,"('last', 'sunday')",acheisantacruz
,,,,"('sunday', 'ask')",acheisantacruz
,,,,"('ask', 'federal')",acheisantacruz
,,,,"('federal', 'interventionthe')",acheisantacruz
,,,,"('interventionthe', 'demonstration')",acheisantacruz
,,,,"('demonstration', 'follows')",acheisantacruz
,,,,"('follows', 'moment')",acheisantacruz
,,,,"('moment', 'publication')",acheisantacruz
,,,,"('publication', 'federal')",acheisantacruz
,,,,"('federal', 'intervention')",acheisantacruz
,,,,"('intervention', 'federal')",acheisantacruz
,,,,"('federal', 'intervention')",acheisantacruz
,,,,"('intervention', 'also')",acheisantacruz
,,,,"('also', 'represents')",acheisantacruz
,,,,"('represents', 'state')",acheisantacruz
,,,,"('state', 'exceptionto')",acheisantacruz
,,,,"('exceptionto', 'understand')",acheisantacruz
,,,,"('understand', 'institute')",acheisantacruz
,,,,"('institute', 'necessary')",acheisantacruz
,,,,"('necessary', 'realize')",acheisantacruz
,,,,"('realize', 'federal')",acheisantacruz
,,,,"('federal', 'constitution')",acheisantacruz
,,,,"('constitution', 'provides')",acheisantacruz
,,,,"('provides', 'article')",acheisantacruz
,,,,"('article', 'federative')",acheisantacruz
,,,,"('federative', 'republic')",acheisantacruz
,,,,"('republic', 'brazil')",acheisantacruz
,,,,"('brazil', 'composed')",acheisantacruz
,,,,"('composed', 'union')",acheisantacruz
,,,,"('union', 'states')",acheisantacruz
,,,,"('states', 'municipalities')",acheisantacruz
,,,,"('municipalities', 'federal')",acheisantacruz
,,,,"('federal', 'district')",acheisantacruz
,,,,"('district', 'autonomous')",acheisantacruz
,,,,"('autonomous', 'however')",acheisantacruz
,,,,"('however', 'federal')",acheisantacruz
,,,,"('federal', 'intervention')",acheisantacruz
,,,,"('intervention', 'allows')",acheisantacruz
,,,,"('allows', 'temporary')",acheisantacruz
,,,,"('temporary', 'suspension')",acheisantacruz
,,,,"('suspension', 'autonomy')",acheisantacruz
,,,,"('autonomy', 'entities')",acheisantacruz
,,,,"('entities', 'specific')",acheisantacruz
,,,,"('specific', 'situations')",acheisantacruz
,,,,"('situations', 'remedy')",acheisantacruz
,,,,"('remedy', 'capable')",acheisantacruz
,,,,"('capable', 'correcting')",acheisantacruz
,,,,"('correcting', 'abnormality')",acheisantacruz
,,,,"('abnormality', 'situationbecause')",acheisantacruz
,,,,"('situationbecause', 'measure')",acheisantacruz
,,,,"('measure', 'exception')",acheisantacruz
,,,,"('exception', 'constitutional')",acheisantacruz
,,,,"('constitutional', 'hypotheses')",acheisantacruz
,,,,"('hypotheses', 'considered')",acheisantacruz
,,,,"('considered', 'restrictive')",acheisantacruz
,,,,"('restrictive', 'intervention')",acheisantacruz
,,,,"('intervention', 'performed')",acheisantacruz
,,,,"('performed', 'situations')",acheisantacruz
,,,,"('situations', 'expressly')",acheisantacruz
,,,,"('expressly', 'provided')",acheisantacruz
,,,,"('provided', 'occur')",acheisantacruz
,,,,"('occur', 'read')",acheisantacruz
,,,,"('read', 'intervention')",acheisantacruz
,,,,"('see', 'tv')",rise_franca
,,,,"('tv', 'intervention')",rise_franca
,,,,"('goods', 'amazon')",brasis.rael
,,,,"('amazon', 'coveted')",brasis.rael
,,,,"('returning', 'home')",alessandradekassia2
,,,,"('home', 'passing')",alessandradekassia2
,,,,"('passing', 'stick')",alessandradekassia2
,,,,"('stick', 'come')",alessandradekassia2
,,,,"('come', 'part')",alessandradekassia2
,,,,"('part', 'history')",alessandradekassia2
,,,,"('history', 'intervention')",alessandradekassia2
,,,,"('intervention', 'velho')",vanessadifrancoaraujo
,,,,"('best', 'intervention')",reeh_m4chado
,,,,"('blood', 'green')",vasti_fonseca
,,,,"('green', 'yellow')",vasti_fonseca
,,,,"('yellow', 'blue')",vasti_fonseca
,,,,"('blue', 'white')",vasti_fonseca
,,,,"('white', 'intervention')",vasti_fonseca
,,,,"('argentina', 'hope')",direitandoamazonas
,,,,"('understandthe', 'blow')",tiago_moveis_planejados_manaus
,,,,"('blow', 'therelets')",tiago_moveis_planejados_manaus
,,,,"('therelets', 'fight')",tiago_moveis_planejados_manaus
,,,,"('fight', 'country')",tiago_moveis_planejados_manaus
,,,,"('country', 'brazil')",tiago_moveis_planejados_manaus
,,,,"('part', 'add')",millena.serafim
,,,,"('add', 'group')",millena.serafim
,,,,"('group', 'come')",millena.serafim
,,,,"('come', 'street')",millena.serafim
,,,,"('street', 'god')",millena.serafim
,,,,"('god', 'homeland')",millena.serafim
,,,,"('homeland', 'family')",millena.serafim
,,,,"('family', 'freedom')",millena.serafim
,,,,"('freedom', 'want')",millena.serafim
,,,,"('rj', 'intervention')",g.matos17
,,,,"('federal', 'intervention')",profmauricio10
,,,,"('intervention', 'intervention')",profmauricio10
,,,,"('guys', 'spent')",lucianaborges.oficial
,,,,"('spent', 'years')",lucianaborges.oficial
,,,,"('years', 'saying')",lucianaborges.oficial
,,,,"('saying', 'corruption')",lucianaborges.oficial
,,,,"('corruption', 'voted')",lucianaborges.oficial
,,,,"('voted', 'convicted')",lucianaborges.oficial
,,,,"('convicted', 'thief')",lucianaborges.oficial
,,,,"('thief', 'childhood')",lucianaborges.oficial
,,,,"('childhood', 'corruption')",lucianaborges.oficial
,,,,"('corruption', 'money')",lucianaborges.oficial
,,,,"('money', 'laundering')",lucianaborges.oficial
,,,,"('laundering', 'understand')",lucianaborges.oficial
,,,,"('post', 'longer')",eisenhower_tartarotti
,,,,"('longer', 'see')",eisenhower_tartarotti
,,,,"('see', 'weeks')",eisenhower_tartarotti
,,,,"('weeks', 'prior')",eisenhower_tartarotti
,,,,"('prior', 'second')",eisenhower_tartarotti
,,,,"('second', 'round')",eisenhower_tartarotti
,,,,"('round', 'think')",eisenhower_tartarotti
,,,,"('think', 'media')",eisenhower_tartarotti
,,,,"('media', 'longer')",eisenhower_tartarotti
,,,,"('longer', 'controlled')",eisenhower_tartarotti
,,,,"('controlled', 'even')",eisenhower_tartarotti
,,,,"('even', 'though')",eisenhower_tartarotti
,,,,"('though', 'simple')",eisenhower_tartarotti
,,,,"('simple', 'citizen')",eisenhower_tartarotti
,,,,"('citizen', 'without')",eisenhower_tartarotti
,,,,"('without', 'notoriety')",eisenhower_tartarotti
,,,,"('notoriety', 'society')",eisenhower_tartarotti
,,,,"('society', 'next')",eisenhower_tartarotti
,,,,"('next', 'action')",eisenhower_tartarotti
,,,,"('action', 'closely')",eisenhower_tartarotti
,,,,"('closely', 'watched')",eisenhower_tartarotti
,,,,"('watched', 'already')",eisenhower_tartarotti
,,,,"('already', 'dominated')",eisenhower_tartarotti
,,,,"('dominated', 'system')",eisenhower_tartarotti
,,,,"('system', 'without')",eisenhower_tartarotti
,,,,"('without', 'right')",eisenhower_tartarotti
,,,,"('right', 'expression')",eisenhower_tartarotti
,,,,"('meeting', 'scheduled')",horacampinas
,,,,"('scheduled', 'social')",horacampinas
,,,,"('social', 'networks')",horacampinas
,,,,"('networks', 'took')",horacampinas
,,,,"('took', 'thousands')",horacampinas
,,,,"('thousands', 'supporters')",horacampinas
,,,,"('supporters', 'president')",horacampinas
,,,,"('president', 'jair')",horacampinas
,,,,"('jair', 'bolsonaro')",horacampinas
,,,,"('bolsonaro', 'front')",horacampinas
,,,,"('front', 'army')",horacampinas
,,,,"('army', 'cadet')",horacampinas
,,,,"('cadet', 'preparatory')",horacampinas
,,,,"('preparatory', 'school')",horacampinas
,,,,"('school', 'espcex')",horacampinas
,,,,"('espcex', 'campinas')",horacampinas
,,,,"('campinas', 'morning')",horacampinas
,,,,"('morning', 'wednesday')",horacampinas
,,,,"('wednesday', 'vehicles')",horacampinas
,,,,"('vehicles', 'municipal')",horacampinas
,,,,"('municipal', 'development')",horacampinas
,,,,"('development', 'company')",horacampinas
,,,,"('company', 'campinas')",horacampinas
,,,,"('campinas', 'emdec')",horacampinas
,,,,"('emdec', 'military')",horacampinas
,,,,"('military', 'police')",horacampinas
,,,,"('police', 'municipal')",horacampinas
,,,,"('municipal', 'guard')",horacampinas
,,,,"('guard', 'accompanied')",horacampinas
,,,,"('accompanied', 'demonstration')",horacampinas
,,,,"('demonstration', 'began')",horacampinas
,,,,"('began', 'form')",horacampinas
,,,,"('form', 'around')",horacampinas
,,,,"('around', 'horn')",horacampinas
,,,,"('horn', 'form')",horacampinas
,,,,"('form', 'chosen')",horacampinas
,,,,"('chosen', 'pockets')",horacampinas
,,,,"('pockets', 'protest')",horacampinas
,,,,"('protest', 'election')",horacampinas
,,,,"('election', 'luiz')",horacampinas
,,,,"('luiz', 'incio')",horacampinas
,,,,"('incio', 'lula')",horacampinas
,,,,"('lula', 'silva')",horacampinas
,,,,"('silva', 'pt')",horacampinas
,,,,"('pt', 'presidency')",horacampinas
,,,,"('presidency', 'brazilaround')",horacampinas
,,,,"('brazilaround', 'military')",horacampinas
,,,,"('military', 'police')",horacampinas
,,,,"('police', 'estimated')",horacampinas
,,,,"('estimated', 'total')",horacampinas
,,,,"('total', 'protesters')",horacampinas
,,,,"('protesters', 'exceeded')",horacampinas
,,,,"('exceeded', 'five')",horacampinas
,,,,"('five', 'thousandat')",horacampinas
,,,,"('thousandat', 'time')",horacampinas
,,,,"('time', 'however')",horacampinas
,,,,"('however', 'large')",horacampinas
,,,,"('large', 'number')",horacampinas
,,,,"('number', 'people')",horacampinas
,,,,"('people', 'still')",horacampinas
,,,,"('still', 'coming')",horacampinas
,,,,"('coming', 'meeting')",horacampinas
,,,,"('meeting', 'supporters')",horacampinas
,,,,"('supporters', 'believed')",horacampinas
,,,,"('believed', 'number')",horacampinas
,,,,"('number', 'could')",horacampinas
,,,,"('could', 'double')",horacampinas
,,,,"('double', 'end')",horacampinas
,,,,"('end', 'morning')",horacampinas
,,,,"('morning', 'full')",horacampinas
,,,,"('full', 'article')",horacampinas
,,,,"('article', 'hora')",horacampinas
,,,,"('hora', 'campinas')",horacampinas
,,,,"('campinas', 'portalthe')",horacampinas
,,,,"('portalthe', 'link')",horacampinas
,,,,"('link', 'available')",horacampinas
,,,,"('available', 'story')",horacampinas
,,,,"('story', 'bio')",horacampinas
,,,,"('bio', 'writing')",horacampinas
,,,,"('writing', 'disclosure')",horacampinas
,,,,"('disclosure', 'atrofessional')",horacampinas
,,,,"('aerial', 'view')",elvirlemesimagensaereas
,,,,"('view', 'popular')",elvirlemesimagensaereas
,,,,"('popular', 'manifestation')",elvirlemesimagensaereas
,,,,"('manifestation', 'rio')",elvirlemesimagensaereas
,,,,"('rio', 'sulsc')",elvirlemesimagensaereas
,,,,"('sulsc', 'river')",elvirlemesimagensaereas
,,,,"('river', 'catarina')",elvirlemesimagensaereas
,,,,"('catarina', 'intervention')",elvirlemesimagensaereas
,,,,"('paulo', 'intervention')",mulherespatriotas_
,,,,"('homeland', 'beloved')",nessaphn
,,,,"('beloved', 'brazil')",nessaphn
,,,,"('brazil', 'intervention')",nessaphn
,,,,"('attention', 'parallelthey')",nordestinosdedireita.ofc
,,,,"('parallelthey', 'saying')",nordestinosdedireita.ofc
,,,,"('saying', 'military')",nordestinosdedireita.ofc
,,,,"('military', 'intervention')",nordestinosdedireita.ofc
,,,,"('intervention', 'asking')",nordestinosdedireita.ofc
,,,,"('asking', 'yes')",nordestinosdedireita.ofc
,,,,"('yes', 'federal')",nordestinosdedireita.ofc
,,,,"('federal', 'intervention')",nordestinosdedireita.ofc
,,,,"('intervention', 'share')",nordestinosdedireita.ofc
,,,,"('share', 'fullest')",nordestinosdedireita.ofc
,,,,"('conductors', 'emprendants')",lulanaorepresentaopovodebem
,,,,"('fight', 'want')",raquelsatyrods
,,,,"('want', 'accept')",raquelsatyrods
,,,,"('accept', 'whatever')",raquelsatyrods
,,,,"('whatever', 'comes')",raquelsatyrods
,,,,"('comes', 'intervention')",raquelsatyrods
,,,,"('intervention', 'already')",pedrosoanaceliagomes
,,,,"('lived', 'moment')",fisioterapeutafernandasouza
,,,,"('moment', 'wont')",fisioterapeutafernandasouza
,,,,"('wont', 'vain')",fisioterapeutafernandasouza
,,,,"('vain', 'intervention')",fisioterapeutafernandasouza
,,,,"('god', 'homeland')",ateliefofurasdamaya
,,,,"('homeland', 'family')",ateliefofurasdamaya
,,,,"('family', 'freedom')",ateliefofurasdamaya
,,,,"('freedom', 'intervention')",ateliefofurasdamaya
,,,,"('intervention', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('street', 'street')",agenda203063
,,,,"('never', 'stop')",iamjuniorlacerda
,,,,"('stop', 'fighting')",iamjuniorlacerda
,,,,"('fighting', 'ideals')",iamjuniorlacerda
,,,,"('ideals', 'better')",iamjuniorlacerda
,,,,"('better', 'country')",iamjuniorlacerda
,,,,"('country', 'bandit')",iamjuniorlacerda
,,,,"('bandit', 'place')",iamjuniorlacerda
,,,,"('place', 'jail')",iamjuniorlacerda
,,,,"('jail', 'oohh')",iamjuniorlacerda
,,,,"('oohh', 'egg')",iamjuniorlacerda
,,,,"('egg', 'head')",iamjuniorlacerda
,,,,"('head', 'supreme')",iamjuniorlacerda
,,,,"('supreme', 'people')",iamjuniorlacerda
,,,,"('people', 'intervention')",iamjuniorlacerda
,,,,"('god', 'homeland')",leitelenise
,,,,"('homeland', 'family')",leitelenise
,,,,"('family', 'freedom')",leitelenise
,,,,"('freedom', 'proverbs')",leitelenise
,,,,"('proverbs', 'righteous')",leitelenise
,,,,"('righteous', 'rule')",leitelenise
,,,,"('rule', 'people')",leitelenise
,,,,"('people', 'rejoicewhen')",leitelenise
,,,,"('rejoicewhen', 'wicked')",leitelenise
,,,,"('wicked', 'power')",leitelenise
,,,,"('power', 'people')",leitelenise
,,,,"('people', 'moan')",leitelenise
,,,,"('moan', 'justice')",leitelenise
,,,,"('justice', 'corrupt')",leitelenise
,,,,"('corrupt', 'ruler')",leitelenise
,,,,"('ruler', 'bandit')",leitelenise
,,,,"('bandit', 'condemned')",leitelenise
